node,smelly
"{'com.toscaruntime.relationships.ConflictRelationship': {'derived_from': 'tosca.relationships.Root', 'valid_sources': ['com.toscaruntime.nodes.SourceConflict'], 'valid_targets': ['com.toscaruntime.capabilities.GenerateConflict'], 'properties': {'pre_configure_source_throw_error': {'type': 'boolean', 'default': False}, 'pre_configure_target_throw_error': {'type': 'boolean', 'default': False}, 'post_configure_source_throw_error': {'type': 'boolean', 'default': False}, 'post_configure_target_throw_error': {'type': 'boolean', 'default': False}, 'remove_source_throw_error': {'type': 'boolean', 'default': False}, 'remove_target_throw_error': {'type': 'boolean', 'default': False}, 'add_source_throw_error': {'type': 'boolean', 'default': False}, 'add_target_throw_error': {'type': 'boolean', 'default': False}}, 'interfaces': {'Configure': {'pre_configure_source': {'inputs': {'THROW_ERROR': {'get_property': ['SELF', 'pre_configure_source_throw_error']}}, 'implementation': 'scripts/error.sh'}, 'pre_configure_target': {'inputs': {'THROW_ERROR': {'get_property': ['SELF', 'pre_configure_target_throw_error']}}, 'implementation': 'scripts/error.sh'}, 'post_configure_source': {'inputs': {'THROW_ERROR': {'get_property': ['SELF', 'post_configure_source_throw_error']}}, 'implementation': 'scripts/error.sh'}, 'post_configure_target': {'inputs': {'THROW_ERROR': {'get_property': ['SELF', 'post_configure_target_throw_error']}}, 'implementation': 'scripts/error.sh'}, 'add_source': {'inputs': {'THROW_ERROR': {'get_property': ['SELF', 'add_source_throw_error']}}, 'implementation': 'scripts/error.sh'}, 'add_target': {'inputs': {'THROW_ERROR': {'get_property': ['SELF', 'add_target_throw_error']}}, 'implementation': 'scripts/error.sh'}, 'remove_source': {'inputs': {'THROW_ERROR': {'get_property': ['SELF', 'remove_source_throw_error']}}, 'implementation': 'scripts/error.sh'}, 'remove_target': {'inputs': {'THROW_ERROR': {'get_property': ['SELF', 'remove_target_throw_error']}}, 'implementation': 'scripts/error.sh'}}}}}",unknown
"{'org.ystia.monitoring.relationships.GrafanaConnectToGraphite': {'derived_from': 'tosca.relationships.ConnectsTo', 'properties': {'datasource_name': {'type': 'string', 'required': True, 'default': 'Graphite_DS'}}, 'valid_target_types': ['org.ystia.monitoring.service.pub.HttpEndpoint']}}",false
"{'org.alien4cloud.diamond.agent_linux.relationships.DiamondLinuxAgentConnectsToFrontEnd': {'derived_from': 'tosca.relationships.ConnectsTo', 'valid_target_types': ['org.ystia.monitoring.service.pub.HttpEndpoint'], 'interfaces': {'Configure': {'pre_configure_source': {'inputs': {'ANSIBLE_VERBOSE': False, 'grafana_url': {'concat': [{'get_attribute': ['TARGET', 'http_endpoint', 'protocol']}, '://', {'get_attribute': ['TARGET', 'http_endpoint', 'ip_address']}, ':', {'get_attribute': ['TARGET', 'http_endpoint', 'port']}]}, 'grafana_user': 'admin', 'grafana_password': 'admin'}, 'implementation': 'playbook/connects_to_grafana.yml'}}}}}",false
"{'org.alien4cloud.diamond.agent_linux.relationships.DiamondLinuxAgentConnectsToBackEnd': {'derived_from': 'tosca.relationships.ConnectsTo', 'valid_target_types': ['org.ystia.monitoring.service.pub.DataCollectionEndpoint'], 'interfaces': {'Configure': {'pre_configure_source': {'inputs': {'ANSIBLE_VERBOSE': False, 'graphite_host': {'get_attribute': ['TARGET', 'data_collection', 'ip_address']}, 'graphite_port': {'get_attribute': ['TARGET', 'data_collection', 'port']}}, 'implementation': 'playbook/connects_to_graphite.yml'}}}}}",false
"{'tosca.relationships.InstalledOn': {'derived_from': 'tosca.relationships.Root', 'valid_target_types': ['swz.dist.nodes.Compute']}}",false
"{'tosca.relationships.InGroup': {'derived_from': 'tosca.relationships.Root', 'valid_target_types': ['swz.dist.nodes.HostGroup']}}",false
"{'tosca.relationships.InQueue': {'derived_from': 'tosca.relationships.Root', 'valid_target_types': ['swz.dist.nodes.Queue']}}",false
"{'tosca.relationships.ConnectsTo': {'derived_from': 'tosca.relationships.Root', 'description': 'This type represents a network connection relationship between two nodes.', 'valid_target_types': ['tosca.capabilities.Endpoint'], 'properties': {'credential': {'type': 'string', 'description': 'The security credential to use to present to the target endpoint to for either authentication or authorization purposes.', 'required': False}}}}",false
"{'tosca.relationships.Root': {'description': 'The TOSCA root Relationship Type all other TOSCA base Relationship Types derive from', 'attributes': {'tosca_id': {'type': 'string'}, 'tosca_name': {'type': 'string'}, 'interfaces': {'Configure': {'type': 'tosca.interfaces.relationship.Configure'}}}}}",false
{'key': '{}'},lazy
"{'org.alien4cloud.kubernetes.api.relationships.K8SEndpointConnectToEndpoint': {'derived_from': 'tosca.relationships.ConnectsTo', 'description': 'This type represents relationship between a K8S endpoint and an external endpoint.', 'valid_target_types': ['tosca.capabilities.Endpoint'], 'interfaces': {'configure': {'pre_configure_source': {'implementation': 'scripts/kubectl_endpoint_join.sh', 'inputs': {'KUBE_SPEC_PATH': {'get_attribute': ['SOURCE', 'spec_path']}, 'TARGET_IP_ADDRESS': {'get_attribute': ['TARGET', 'ip_address']}}}}}}}",false
"{'org.alien4cloud.kubernetes.api.relationships.ConnectUrlTo': {'derived_from': 'tosca.relationships.ConnectsTo', 'description': 'This type represents relationship between a K8S Ingress and a service.', 'valid_target_types': ['org.alien4cloud.kubernetes.api.capabilities.KubeServiceEndpoint'], 'properties': {'host': {'type': 'string', 'required': False, 'description': 'Specifies the host.'}, 'path': {'type': 'string', 'required': True, 'description': 'Specifies the path.', 'default': '/'}}}}",false
"{'otc.relationships.NodecellarHostedOnNodejs': {'derived_from': 'tosca.relationships.HostedOn', 'description': 'Relationship use to describe that the website is deployed on the target nodejs server.', 'valid_target_types': ['tosca.capabilities.Container']}}",false
"{'otc.relationships.NodejsConnectToMongo': {'derived_from': 'tosca.relationships.ConnectsTo', 'description': 'Relationship use to connect nodejs with a mongodb databse', 'valid_target_types': ['tosca.capabilities.Endpoint.Database'], 'interfaces': {'Configure': {'pre_configure_source': {'inputs': {'DB_IP': {'get_attribute': ['TARGET', 'mongo_db', 'ip_address']}, 'DB_PORT': {'get_property': ['TARGET', 'mongo_db', 'port']}, 'NODECELLAR_PORT': {'get_property': ['SOURCE', 'app_endpoint', 'port']}}, 'implementation': 'scripts/set-mongo-url.sh'}}}}}",false
"{'tosca.relationships.nfv.VirtualBindsTo': {'derived_from': 'tosca.relationships.DependsOn', 'valid_target_types': ['tosca.capabilities.nfv.VirtualBindable']}}",false
"{'tosca.relationships.nfv.VirtualLinksTo': {'derived_from': 'tosca.relationships.DependsOn', 'valid_target_types': ['tosca.capabilities.nfv.VirtualLinkable']}}",false
"{'tosca.relationships.nfv.Vdu.AttachedTo': {'derived_from': 'tosca.relationships.DependsOn', 'valid_target_types': ['tosca.capabilities.nfv.VirtualStorage']}}",false
{'micro.relationships.Root': {'derived_from': 'tosca.relationships.Root'}},lazy
"{'micro.relationships.InteractsWith': {'derived_from': 'micro.relationships.Root', 'valid_target_types': ['micro.nodes.Root'], 'properties': {'circuit_breaker': {'type': 'boolean', 'default': False}, 'dynamic_discovery': {'type': 'boolean', 'default': False}, 'timeout': {'type': 'boolean', 'default': False}}}}",false
"{'micro.relationships.InteractsWith': {'derived_from': 'micro.relationships.Root', 'valid_target_types': ['micro.nodes.Root'], 'properties': {'timeout': {'type': 'boolean', 'default': False}}}}",false
"{'micro.relationships.InteractsWith': {'derived_from': 'micro.relationships.Root', 'valid_target_types': ['micro.capabilities.Node'], 'properties': {'circuit_breaker': {'type': 'boolean', 'default': False}, 'dynamic_discovery': {'type': 'boolean', 'default': False}, 'timeout': {'type': 'boolean', 'default': False}}}}",false
"{'otc.relationships.AnsibleConnectToScriptComponent': {'derived_from': 'tosca.relationships.ConnectsTo', 'interfaces': {'Configure': {'post_configure_source': {'inputs': {'SOURCE_COMPONENT_VERSION': {'get_property': ['SOURCE', 'component_version']}, 'SOURCE_IP': {'get_attribute': ['SOURCE', 'private_address']}, 'SOURCE_ENV': {'get_property': ['SOURCE', 'data_endpoint', 'env']}, 'SOURCE_PORT': {'get_property': ['SOURCE', 'data_endpoint', 'port']}, 'SOURCE_PROTOCOL': {'get_property': ['SOURCE', 'data_endpoint', 'protocol']}, 'SOURCE_URL_PATH': {'get_property': ['SOURCE', 'data_endpoint', 'url_path']}, 'SOURCE_PORT_NAME': {'get_property': ['SOURCE', 'data_endpoint', 'port_name']}, 'ANSIBLE_BECOME': {'get_property': ['SOURCE', 'ansible_become']}, 'IGNORE_ERRORS': {'get_property': ['SOURCE', 'ignore_errors']}, 'TARGET_COMPONENT_VERSION': {'get_property': ['TARGET', 'component_version']}, 'TARGET_IP': {'get_attribute': ['TARGET', 'private_address']}, 'TARGET_ENV': {'get_property': ['TARGET', 'data_endpoint', 'env']}, 'TARGET_PORT': {'get_property': ['TARGET', 'data_endpoint', 'port']}, 'TARGET_PROTOCOL': {'get_property': ['TARGET', 'data_endpoint', 'protocol']}, 'TARGET_URL_PATH': {'get_property': ['TARGET', 'data_endpoint', 'url_path']}, 'TARGET_PORT_NAME': {'get_property': ['TARGET', 'data_endpoint', 'port_name']}}, 'implementation': 'scripts/post_configure_source.yaml'}, 'add_source': {'inputs': {'SOURCE_COMPONENT_VERSION': {'get_property': ['SOURCE', 'component_version']}, 'SOURCE_IP': {'get_attribute': ['SOURCE', 'private_address']}, 'SOURCE_ENV': {'get_property': ['SOURCE', 'data_endpoint', 'env']}, 'SOURCE_PORT': {'get_property': ['SOURCE', 'data_endpoint', 'port']}, 'SOURCE_PROTOCOL': {'get_property': ['SOURCE', 'data_endpoint', 'protocol']}, 'SOURCE_URL_PATH': {'get_property': ['SOURCE', 'data_endpoint', 'url_path']}, 'SOURCE_PORT_NAME': {'get_property': ['SOURCE', 'data_endpoint', 'port_name']}, 'ANSIBLE_BECOME': {'get_property': ['SOURCE', 'ansible_become']}, 'IGNORE_ERRORS': {'get_property': ['SOURCE', 'ignore_errors']}, 'TARGET_COMPONENT_VERSION': {'get_property': ['TARGET', 'component_version']}, 'TARGET_IP': {'get_attribute': ['TARGET', 'private_address']}, 'TARGET_ENV': {'get_property': ['TARGET', 'data_endpoint', 'env']}, 'TARGET_PORT': {'get_property': ['TARGET', 'data_endpoint', 'port']}, 'TARGET_PROTOCOL': {'get_property': ['TARGET', 'data_endpoint', 'protocol']}, 'TARGET_URL_PATH': {'get_property': ['TARGET', 'data_endpoint', 'url_path']}, 'TARGET_PORT_NAME': {'get_property': ['TARGET', 'data_endpoint', 'port_name']}}, 'implementation': 'scripts/add_source.yaml'}}}}}",false
"{'otc.relationships.BashConnectToScriptComponent': {'derived_from': 'tosca.relationships.ConnectsTo', 'interfaces': {'Configure': {'post_configure_source': {'inputs': {'SOURCE_COMPONENT_VERSION': {'get_property': ['SOURCE', 'component_version']}, 'SOURCE_IP': {'get_attribute': ['SOURCE', 'private_address']}, 'SOURCE_ENV': {'get_property': ['SOURCE', 'data_endpoint', 'env']}, 'SOURCE_PORT': {'get_property': ['SOURCE', 'data_endpoint', 'port']}, 'SOURCE_PROTOCOL': {'get_property': ['SOURCE', 'data_endpoint', 'protocol']}, 'SOURCE_URL_PATH': {'get_property': ['SOURCE', 'data_endpoint', 'url_path']}, 'SOURCE_PORT_NAME': {'get_property': ['SOURCE', 'data_endpoint', 'port_name']}, 'TARGET_COMPONENT_VERSION': {'get_property': ['TARGET', 'component_version']}, 'TARGET_IP': {'get_attribute': ['TARGET', 'private_address']}, 'TARGET_ENV': {'get_property': ['TARGET', 'data_endpoint', 'env']}, 'TARGET_PORT': {'get_property': ['TARGET', 'data_endpoint', 'port']}, 'TARGET_PROTOCOL': {'get_property': ['TARGET', 'data_endpoint', 'protocol']}, 'TARGET_URL_PATH': {'get_property': ['TARGET', 'data_endpoint', 'url_path']}, 'TARGET_PORT_NAME': {'get_property': ['TARGET', 'data_endpoint', 'port_name']}}, 'implementation': 'scripts/post_configure_source.sh'}, 'add_source': {'inputs': {'SOURCE_COMPONENT_VERSION': {'get_property': ['SOURCE', 'component_version']}, 'SOURCE_IP': {'get_attribute': ['SOURCE', 'private_address']}, 'SOURCE_ENV': {'get_property': ['SOURCE', 'data_endpoint', 'env']}, 'SOURCE_PORT': {'get_property': ['SOURCE', 'data_endpoint', 'port']}, 'SOURCE_PROTOCOL': {'get_property': ['SOURCE', 'data_endpoint', 'protocol']}, 'SOURCE_URL_PATH': {'get_property': ['SOURCE', 'data_endpoint', 'url_path']}, 'SOURCE_PORT_NAME': {'get_property': ['SOURCE', 'data_endpoint', 'port_name']}, 'TARGET_COMPONENT_VERSION': {'get_property': ['TARGET', 'component_version']}, 'TARGET_IP': {'get_attribute': ['TARGET', 'private_address']}, 'TARGET_ENV': {'get_property': ['TARGET', 'data_endpoint', 'env']}, 'TARGET_PORT': {'get_property': ['TARGET', 'data_endpoint', 'port']}, 'TARGET_PROTOCOL': {'get_property': ['TARGET', 'data_endpoint', 'protocol']}, 'TARGET_URL_PATH': {'get_property': ['TARGET', 'data_endpoint', 'url_path']}, 'TARGET_PORT_NAME': {'get_property': ['TARGET', 'data_endpoint', 'port_name']}}, 'implementation': 'scripts/add_source.sh'}}}}}",unknown
"{'tosca.relationships.MiCADO.ConnectsTo': {'derived_from': 'tosca.relationships.ConnectsTo', 'properties': {'network': {'type': 'string', 'description': 'Name of Docker network to connect containers over', 'required': True}}}}",false
"{'tosca.relationships.HostedOn': {'derived_from': 'tosca.relationships.Root', 'valid_target_types': ['tosca.capabilities.compute.Container']}}",false
"{'relationship_type_12': {'derived_from': 'tosca.relationships.ConnectsTo', 'description': 'test relationship type', 'interfaces': {'relationship_type_12_interface_1': {'type': 'interface_type_2'}}}}",false
"{'tosca.relationships.nfv.VirtualLinksTo': {'derived_from': 'tosca.relationships.ConnectsTo', 'valid_target_types': ['tosca.capabilities.nfv.VirtualLinkable']}}",false
"{'tosca.relationships.nfv.VirtualBindsTo': {'derived_from': 'tosca.relationships.ConnectsTo', 'valid_target_types': ['tosca.capabilities.nfv.VirtualBindable']}}",false
"{'my.relationships.MockServerClient': {'derived_from': 'tosca.relationships.DependsOn', 'valid_target_types': ['my.nodes.MockServer']}}",false
{'additionalProperties': {'type': 'object'}},lazy
"{'aria.openstack.port_connected_to_security_group': {'derived_from': 'ConnectsTo', 'interfaces': {'Configure': {'add_source': 'cloudify-openstack-plugin > neutron_plugin.port.connect_security_group'}}}}",false
"{'aria.openstack.subnet_connected_to_router': {'derived_from': 'ConnectsTo', 'interfaces': {'Configure': {'add_target': 'cloudify-openstack-plugin > neutron_plugin.router.connect_subnet', 'remove_target': 'cloudify-openstack-plugin > neutron_plugin.router.disconnect_subnet'}}}}",false
"{'aria.openstack.server_connected_to_floating_ip': {'derived_from': 'ConnectsTo', 'interfaces': {'Configure': {'add_source': {'implementation': 'cloudify-openstack-plugin > nova_plugin.server.connect_floatingip', 'inputs': {'fixed_ip': {'description': 'The fixed IP to be associated with the floating IP. If omitted, Openstack will choose which port to associate.\n', 'type': 'string', 'default': ''}}}, 'remove_source': 'cloudify-openstack-plugin > nova_plugin.server.disconnect_floatingip'}}}}",false
"{'aria.openstack.port_connected_to_floating_ip': {'derived_from': 'ConnectsTo', 'interfaces': {'Configure': {'add_source': 'cloudify-openstack-plugin > neutron_plugin.floatingip.connect_port', 'remove_source': 'cloudify-openstack-plugin > neutron_plugin.floatingip.disconnect_port'}}}}",false
"{'aria.openstack.server_connected_to_security_group': {'derived_from': 'ConnectsTo', 'interfaces': {'Configure': {'add_source': 'cloudify-openstack-plugin > nova_plugin.server.connect_security_group', 'remove_source': 'cloudify-openstack-plugin > nova_plugin.server.disconnect_security_group'}}}}",false
"{'aria.openstack.server_connected_to_port': {'derived_from': 'ConnectsTo', 'interfaces': {'Configure': {'remove_source': 'cloudify-openstack-plugin > neutron_plugin.port.detach'}}}}",false
{'aria.openstack.server_connected_to_keypair': {'derived_from': 'ConnectsTo'}},lazy
{'aria.openstack.port_connected_to_subnet': {'derived_from': 'ConnectsTo'}},lazy
{'aria.openstack.server_depends_on_image': {'derived_from': 'DependsOn'}},lazy
"{'aria.openstack.volume_attached_to_server': {'derived_from': 'ConnectsTo', 'interfaces': {'Configure': {'add_target': {'implementation': 'cloudify-openstack-plugin > nova_plugin.server.attach_volume', 'inputs': {'status_attempts': {'description': ""Number of times to check for the attachment's status before failing\n"", 'type': 'integer', 'default': 10}, 'status_timeout': {'description': ""Interval (in seconds) between subsequent inquiries of the attachment's status\n"", 'type': 'integer', 'default': 2}}}, 'remove_target': {'implementation': 'cloudify-openstack-plugin > nova_plugin.server.detach_volume', 'inputs': {'status_attempts': {'description': ""Number of times to check for the detachment's status before failing\n"", 'type': 'integer', 'default': 10}, 'status_timeout': {'description': ""Interval (in seconds) between subsequent inquiries of the detachment's status\n"", 'type': 'integer', 'default': 2}}}}}}}",false
"{'org.lexis.datatransfer.relationships.MountCloudStagingArea': {'derived_from': 'tosca.relationships.DependsOn', 'description': 'Depends on a mounted Cloud Staging Area\n', 'valid_target_types': ['org.ddi.capabilities.CloudStagingAreaAccess']}}",false
"{'org.lexis.datatransfer.relationships.MountedCloudStagingArea': {'derived_from': 'tosca.relationships.ConnectsTo', 'description': 'Connects to a node mouting the staging area\n', 'valid_target_types': ['org.lexis.datatransfer.MountedStagingAreaAccess']}}",false
"{'org.lexis.datatransfer.relationships.FileProvider': {'derived_from': 'tosca.relationships.DependsOn', 'description': 'Relationship with a provider of a file\n', 'valid_target_types': ['org.lexis.datatransfer.capabilities.FileProvider']}}",false
"{'org.lexis.datatransfer.relationships.FilesProvider': {'derived_from': 'tosca.relationships.DependsOn', 'description': 'Relationship with a provider of files\n', 'valid_target_types': ['org.lexis.datatransfer.capabilities.FilesProvider']}}",false
"{'org.alien4cloud.relationships.MarathonHostedOnMaster': {'derived_from': 'tosca.relationships.HostedOn', 'description': 'Relationship used to bind the Marathon scheduler to a Mesos Master', 'valid_target_types': ['org.alien4cloud.nodes.MesosMaster']}}",false
"{'org.alien4cloud.relationships.AppHostedOnSlave': {'derived_from': 'tosca.relationships.HostedOn', 'valid_target_types': ['org.alien4cloud.nodes.MesosSlave']}}",false
"{'org.alien4cloud.relationships.MesosSlaveConnectsToMaster': {'derived_from': 'tosca.relationships.ConnectsTo', 'description': 'Relationship used to bind a slave to a master', 'valid_target_types': ['org.alien4cloud.nodes.MesosMaster'], 'interfaces': {'Configure': {'post_configure_source': {'inputs': {'MESOS_MASTER': {'get_attribute': ['TARGET', 'master_url']}}, 'implementation': 'scripts/slave/configure_connectsToMaster.sh'}}}}}",false
