type,smelly
"{'starlings.relationships.DependsOnDockerVolume': {'derived_from': 'tosca.relationships.DependsOn', 'valid_target_types': ['starlings.capabilities.DockerVolume'], 'attributes': {'host_path': {'get_operation_output': ['SELF', 'Configure', 'post_configure_target', 'HOST_PATH']}}, 'interfaces': {'Configure': {'post_configure_target': {'inputs': {'HOST_PATH': {'get_property': ['TARGET', 'host_path']}, 'TARGET_DIRECTORY': {'get_property': ['SOURCE', 'target_directory']}}, 'implementation': 'scripts/publisher_configure_copy_directories.sh'}}}, 'artifacts': [{'utils_scripts': {'type': 'tosca.artifacts.File', 'file': 'utils_scripts'}}]}}",0
"{'starlings.relationships.HostedOnDockerContainer': {'derived_from': 'tosca.relationships.HostedOn', 'valid_target_types': ['starlings.capabilities.Container.Docker'], 'attributes': {'container_id': {'get_operation_output': ['SELF', 'Configure', 'add_target', 'CONTAINER_ID']}}, 'interfaces': {'Configure': {'add_target': {'inputs': {'CONTAINER_ID': {'get_attribute': ['TARGET', 'container_id']}}, 'implementation': 'scripts/get_container_id.sh'}}}}}",0
"{'daily_test.relationships.interfaces': {'derived_from': 'tosca.relationships.DependsOn', 'interfaces': {'Configure': {'operations': {'pre_configure_source': '/modules/relationship_types/interfaces/playbooks/pre_configure_source.yaml', 'pre_configure_target': '/modules/relationship_types/interfaces/playbooks/pre_configure_target.yaml', 'post_configure_source': '/modules/relationship_types/interfaces/playbooks/post_configure_source.yaml', 'post_configure_target': '/modules/relationship_types/interfaces/playbooks/post_configure_target.yaml'}}}}}",0
"{'my.relationships.NginxSiteHosting': {'derived_from': 'tosca.relationships.HostedOn', 'interfaces': {'Configure': {'operations': {'post_configure_target': {'inputs': {'marker': {'default': {'get_attribute': ['TARGET', 'host', 'id']}, 'type': 'string'}}, 'implementation': {'primary': 'playbooks/reload.yaml'}}}}}}}",0
"{'steampunk.test.relationships.TeacherTeachesStudent': {'derived_from': 'tosca.relationships.DependsOn', 'description': 'Associates a teacher with a student.\n', 'interfaces': {'Configure': {'operations': {'pre_configure_source': {'inputs': {'student_id': {'default': {'get_attribute': ['TARGET', 'student_id']}, 'type': 'string'}, 'student_ids': {'default': {'get_attribute': ['SOURCE', 'student_ids']}, 'type': 'list'}}, 'outputs': {'new_list': ['SOURCE', 'student_ids']}, 'implementation': 'playbooks/teacher-teaches-student--preconfigure-source.yaml'}}}}}}",0
"{'tosca.relationships.Root': {'derived_from': 'tosca.entity.Root', 'description': 'The TOSCA root Relationship Type all other TOSCA base Relationship Types derive from\n', 'attributes': {'tosca_id': {'type': 'string'}, 'tosca_name': {'type': 'string'}}, 'interfaces': {'Configure': {'type': 'tosca.interfaces.relationship.Configure'}}}}",0
"{'tosca.relationships.DependsOn': {'derived_from': 'tosca.relationships.Root', 'valid_target_types': ['tosca.capabilities.Node']}}",0
"{'tosca.relationships.ConnectsTo': {'derived_from': 'tosca.relationships.Root', 'valid_target_types': ['tosca.capabilities.Endpoint'], 'properties': {'credential': {'type': 'tosca.datatypes.Credential', 'required': False}}}}",0
"{'daily_test.relationships.test': {'derived_from': 'tosca.relationships.HostedOn', 'attributes': {'relationship_attribute': {'type': 'string'}}, 'properties': {'relationship_property': {'type': 'string', 'default': 'test123', 'required': True}}, 'interfaces': {'Configure': {'operations': {'pre_configure_source': {'inputs': {'relationship_property': {'default': {'get_property': ['SELF', 'relationship_property']}, 'type': 'string'}}, 'implementation': {'primary': 'playbooks/test.yaml'}}}}}}}",0
"{'radon.relationships.test': {'derived_from': 'tosca.relationships.HostedOn', 'attributes': {'relationship_attribute': {'type': 'string', 'default': 'Default relationship attribute'}, 'pre_configure_source_attribute': {'description': 'Attribute set by pre_configure_source interface operation', 'type': 'string'}, 'pre_configure_target_attribute': {'description': 'Attribute set by pre_configure_target interface operation', 'type': 'string'}, 'post_configure_source_attribute': {'description': 'Attribute set by post_configure_source interface operation from the relationship_attribute attribute that enters as an operation input\n', 'type': 'string'}, 'post_configure_source_property_attribute': {'description': 'Attribute set by post_configure_source interface operation from the relationship_property property that enters as an operation input\n', 'type': 'string'}, 'post_configure_source_input_attribute': {'description': 'Attribute set by post_configure_source interface operation from the relationship_input input that enters as an operation input\n', 'type': 'string'}, 'post_configure_source_txt_file_attribute': {'description': 'Attribute set by post_configure_source interface operation that includes the contents of the dependent txt file\n', 'type': 'string'}, 'post_configure_target_attribute': {'description': 'Attribute set by post_configure_target interface operation', 'type': 'string'}}, 'properties': {'relationship_property': {'type': 'string', 'default': 'Default relationship property'}}, 'interfaces': {'Configure': {'operations': {'pre_configure_source': {'implementation': 'playbooks/pre_configure_source.yaml'}, 'pre_configure_target': {'implementation': 'playbooks/pre_configure_target.yaml'}, 'post_configure_source': {'inputs': {'relationship_attribute': {'type': 'string', 'default': {'get_attribute': ['SELF', 'relationship_attribute']}}, 'relationship_property': {'type': 'string', 'default': {'get_property': ['SELF', 'relationship_property']}}, 'relationship_input': {'type': 'string', 'default': {'get_input': 'relationship_input'}}}, 'implementation': {'primary': 'playbooks/post_configure_source.yaml', 'dependencies': ['files/file.txt']}}, 'post_configure_target': {'implementation': 'playbooks/post_configure_target.yaml'}}}}}}",0
{'alien.test.relationships.TestComponentConnectsTo': {'derived_from': 'tosca.relationships.DependsOn'}},1
{'alien.test.relationships.CapaUpperBoundTest': {'derived_from': 'tosca.relationships.DependsOn'}},1
{'alien.test.relationships.ReqUpperBoundTest': {'derived_from': 'tosca.relationships.DependsOn'}},1
{'alien.test.relationships.ReqToBeDeleted': {'derived_from': 'tosca.relationships.DependsOn'}},1
{'alien.test.relationships.CapaToBeDeleted': {'derived_from': 'tosca.relationships.DependsOn'}},1
"{'tosca.relationships.Root': {'description': 'TOSCA Root relationship (used to define the default lifecycle).', 'interfaces': {'tosca.interfaces.relationship.Configure': {'description': 'Default lifecycle for nodes in TOSCA.\n', 'pre_configure_source': {'description': 'Operation to pre-configure the source endpoint.'}, 'pre_configure_target': {'description': 'Operation to pre-configure the target endpoint.'}, 'post_configure_source': {'description': 'Operation to post-configure the source endpoint.'}, 'post_configure_target': {'description': 'Operation to post-configure the target endpoint.'}, 'add_target': {'description': 'Operation to add a target node.'}, 'remove_target': {'description': 'Operation to remove a target node.'}}}}}",0
"{'tosca.relationships.DependsOn': {'derived_from': 'tosca.relationships.Root', 'description': 'A generic depends on relationship.\n', 'valid_target_types': ['tosca.capabilities.Feature']}}",0
"{'tosca.relationships.HostedOn': {'derived_from': 'tosca.relationships.DependsOn', 'description': 'Relationship to use to describe that the source is hosted (installed/ deployed) on the target node.', 'valid_target_types': ['tosca.capabilities.Container']}}",0
"{'tosca.relationships.ConnectsTo': {'derived_from': 'tosca.relationships.DependsOn', 'valid_target_types': ['tosca.capabilities.Endpoint']}}",0
"{'tosca.relationships.HostedOn': {'derived_from': 'tosca.relationships.DependsOn', 'description': 'Relationship to use to describe that the source is hosted (installed/ deployed) on the target node.', 'valid_target_types': ['tosca.capabilities.Container'], 'properties': {'password': {'type': 'string', 'description': 'user_pass', 'required': False, 'constraints': [{'min_length': 6}, {'max_length': 10}]}}}}",0
"{'fastconnect.relationships.cloudify.ConnectsToApacheLB': {'derived_from': 'tosca.relationships.ConnectsTo', 'description': 'Connects a http endpoint to an ApacheLB\n', 'tags': {'marurity': 'draft'}, 'valid_target_types': ['calm.capabilities.HttpEndpoint'], 'interfaces': {'tosca.interfaces.relationship.Configure': {'post_configure_target': 'connecttoscript/invokeAddNode.groovy'}}, 'artifacts': [{'scripts': {'file': 'connecttoscript', 'type': 'fastconnect.artifacts.ResourceDirectory'}}]}}",0
"{'tosca.relationships.HostedOn': {'derived_from': 'tosca.relationships.DependsOn', 'description': 'Relationship to use to describe that the source is hosted (installed/ deployed) on the target node.', 'valid_target_types': ['tosca.capabilities.Container'], 'properties': {'password': {'type': 'string', 'description': 'user_pass', 'required': False, 'constraints': [{'min_length': 6}, {'max_length': 10}]}, 'fake_password': {'type': 'string', 'description': 'user_pass', 'required': False}}}}",0
"{'mycompany.mytypes.myapplication.MyRelationship': {'derived_from': 'tosca.relationships.Relationship', 'description': 'a custom relationship', 'properties': {'my_feature_setting': {'type': 'string'}, 'my_feature_value': {'type': 'integer'}}, 'valid_target_types': ['tosca.capabilities.Feature1', 'tosca.capabilities.Feature2']}}",0
"{'custom.relationships.MyRelationType': {'derived_from': 'tosca.relationships.Root', 'valid_target_types': ['tosca.capabilities.Attachment'], 'properties': {'prop1': {'type': 'string', 'constraints': [{'min_length': 1}]}, 'prop2': {'type': 'string', 'required': False}}}}",0
{'alien.test.relationships.ReqToBeChanged': {'derived_from': 'tosca.relationships.DependsOn'}},1
"{'fastconnect.relationships.cloudify.ConnectsTomcatToPostgre': {'derived_from': 'tosca.relationships.ConnectsTo', 'description': 'Connects Tomcat to an PostgreSQL\n', 'valid_sources': ['alien4cloud.capabilities.JdbcEndpoint'], 'valid_targets': ['alien4cloud.capabilities.JdbcEndpoint'], 'interfaces': {'tosca.interfaces.relationship.Configure': {'operations': {'pre_configure_source': {'implementation_artifact': {'artifact_type': 'tosca.artifacts.GroovyScript', 'artifact_ref': 'relationshipScripts/tomcat_configureDatasource.groovy'}}, 'post_configure_source': {'implementation_artifact': {'artifact_type': 'tosca.artifacts.GroovyScript', 'artifact_ref': 'relationshipScripts/tomcat_postgreAddUser.groovy'}}}}}, 'artifacts': [{'scripts': 'relationshipScripts', 'type': 'fastconnect.artifacts.ResourceDirectory'}]}}",0
"{'fastconnect.relationships.cloudify.ConnectsToApacheLB': {'derived_from': 'tosca.relationships.ConnectsTo', 'description': 'Connects Tomcat to an ApacheLB\n', 'valid_sources': ['alien4cloud.capabilities.HttpEndpoint'], 'valid_targets': ['alien4cloud.capabilities.HttpEndpoint'], 'interfaces': {'tosca.interfaces.relationship.Configure': {'operations': {'add_target': {'implementation_artifact': {'artifact_type': 'tosca.artifacts.GroovyScript', 'artifact_ref': 'relationshipScripts/tomcat_connectto_apache_addtarget.groovy'}}, 'remove_target': {'implementation_artifact': {'artifact_type': 'tosca.artifacts.GroovyScript', 'artifact_ref': 'relationshipScripts/tomcat_connectto_apache_removetarget.groovy'}}}}}, 'artifacts': [{'scripts': 'relationshipScripts', 'type': 'fastconnect.artifacts.ResourceDirectory'}]}}",0
"{'fastconnect.relationships.cloudify.WarHostedOnTomcat': {'derived_from': 'tosca.relationships.HostedOn', 'description': 'Relationship that allows to deploy a war on tomcat.', 'valid_sources': ['alien4cloud.capabilities.WarHosting'], 'valid_targets': ['alien4cloud.capabilities.WarHosting'], 'interfaces': {'tosca.interfaces.relationship.Configure': {'operations': {'post_configure_source': {'implementation_artifact': {'artifact_type': 'tosca.artifacts.GroovyScript', 'artifact_ref': 'relationshipScripts/war_hostedon_tomcat_postsource.groovy'}}}}}, 'artifacts': [{'scripts': 'relationshipScripts', 'type': 'fastconnect.artifacts.ResourceDirectory'}]}}",0
{'alien.tests.dependencies.relationships.DDependsOnC': {'derived_from': 'tosca.relationships.Root'}},1
"{'test.relationships.DependsOn': {'valid_sources': ['test.requirements.Feature'], 'valid_targets': ['test.capabilities.Feature']}}",0
"{'test.relationships.HostedOn': {'valid_sources': ['test.requirements.hosting'], 'valid_targets': ['test.capabilities.Container']}}",0
{'tosca.relationships.Root': {'description': 'root type'}},1
"{'my.maven.relationship': {'derived_from': 'tosca.relationships.Root', 'artifacts': [{'simple_war': 'binary/myWar.war'}, {'remote_war': {'file': 'alien4cloud:alien4cloud-ui:1.3.0-SM3', 'type': 'tosca.artifacts.Deployment.War', 'repository': 'maven_repo'}}]}}",0
{'my.maven.relationship.extended': {'derived_from': 'my.maven.relationship'}},1
